path,actor_id,sentence,emotion,level,split
data\processed\1011_IEO_DIS_LO.npy,1011,IEO,DIS,LO,train
data\processed\1022_IEO_ANG_MD.npy,1022,IEO,ANG,MD,train
data\processed\1041_IEO_FEA_HI.npy,1041,IEO,FEA,HI,train
data\processed\1001_IEO_SAD_MD.npy,1001,IEO,SAD,MD,train
data\processed\1020_IEO_DIS_HI.npy,1020,IEO,DIS,HI,train
data\processed\1047_IEO_DIS_HI.npy,1047,IEO,DIS,HI,train
data\processed\1009_IEO_DIS_MD.npy,1009,IEO,DIS,MD,train
data\processed\1015_IEO_FEA_HI.npy,1015,IEO,FEA,HI,train
data\processed\1037_IEO_FEA_MD.npy,1037,IEO,FEA,MD,train
data\processed\1003_IEO_FEA_MD.npy,1003,IEO,FEA,MD,train
data\processed\1034_IEO_ANG_HI.npy,1034,IEO,ANG,HI,train
data\processed\1042_IEO_ANG_LO.npy,1042,IEO,ANG,LO,train
data\processed\1042_IEO_ANG_MD.npy,1042,IEO,ANG,MD,train
data\processed\1031_IEO_ANG_LO.npy,1031,IEO,ANG,LO,train
data\processed\1019_IEO_SAD_HI.npy,1019,IEO,SAD,HI,train
data\processed\1025_IEO_DIS_LO.npy,1025,IEO,DIS,LO,train
data\processed\1042_IEO_HAP_HI.npy,1042,IEO,HAP,HI,train
data\processed\1017_IEO_FEA_LO.npy,1017,IEO,FEA,LO,train
data\processed\1039_IEO_ANG_HI.npy,1039,IEO,ANG,HI,train
data\processed\1034_IEO_HAP_HI.npy,1034,IEO,HAP,HI,train
data\processed\1048_IEO_HAP_LO.npy,1048,IEO,HAP,LO,train
data\processed\1021_IEO_HAP_HI.npy,1021,IEO,HAP,HI,train
data\processed\1021_IEO_DIS_MD.npy,1021,IEO,DIS,MD,train
data\processed\1022_IEO_NEU_XX.npy,1022,IEO,NEU,XX,train
data\processed\1045_IEO_HAP_MD.npy,1045,IEO,HAP,MD,train
data\processed\1015_IEO_ANG_HI.npy,1015,IEO,ANG,HI,train
data\processed\1035_IEO_HAP_MD.npy,1035,IEO,HAP,MD,train
data\processed\1040_IEO_DIS_HI.npy,1040,IEO,DIS,HI,train
data\processed\1045_IEO_SAD_HI.npy,1045,IEO,SAD,HI,train
data\processed\1032_IEO_SAD_LO.npy,1032,IEO,SAD,LO,train
data\processed\1021_IEO_HAP_LO.npy,1021,IEO,HAP,LO,train
data\processed\1032_IEO_HAP_MD.npy,1032,IEO,HAP,MD,train
data\processed\1047_IEO_NEU_XX.npy,1047,IEO,NEU,XX,train
data\processed\1048_IEO_DIS_MD.npy,1048,IEO,DIS,MD,train
data\processed\1026_IEO_SAD_MD.npy,1026,IEO,SAD,MD,train
data\processed\1037_IEO_ANG_LO.npy,1037,IEO,ANG,LO,train
data\processed\1010_IEO_FEA_LO.npy,1010,IEO,FEA,LO,train
data\processed\1032_IEO_DIS_HI.npy,1032,IEO,DIS,HI,train
data\processed\1039_IEO_ANG_MD.npy,1039,IEO,ANG,MD,train
data\processed\1039_IEO_HAP_LO.npy,1039,IEO,HAP,LO,train
data\processed\1045_IEO_HAP_HI.npy,1045,IEO,HAP,HI,train
data\processed\1035_IEO_SAD_MD.npy,1035,IEO,SAD,MD,train
data\processed\1024_IEO_ANG_MD.npy,1024,IEO,ANG,MD,train
data\processed\1025_IEO_DIS_HI.npy,1025,IEO,DIS,HI,train
data\processed\1046_IEO_DIS_MD.npy,1046,IEO,DIS,MD,train
data\processed\1042_IEO_ANG_HI.npy,1042,IEO,ANG,HI,train
data\processed\1007_IEO_HAP_MD.npy,1007,IEO,HAP,MD,train
data\processed\1010_IEO_DIS_MD.npy,1010,IEO,DIS,MD,train
data\processed\1014_IEO_SAD_HI.npy,1014,IEO,SAD,HI,train
data\processed\1046_IEO_HAP_MD.npy,1046,IEO,HAP,MD,train
data\processed\1045_IEO_SAD_MD.npy,1045,IEO,SAD,MD,train
data\processed\1047_IEO_SAD_MD.npy,1047,IEO,SAD,MD,train
data\processed\1026_IEO_FEA_LO.npy,1026,IEO,FEA,LO,train
data\processed\1042_IEO_SAD_LO.npy,1042,IEO,SAD,LO,train
data\processed\1049_IEO_ANG_HI.npy,1049,IEO,ANG,HI,train
data\processed\1013_IEO_SAD_LO.npy,1013,IEO,SAD,LO,train
data\processed\1029_IEO_SAD_LO.npy,1029,IEO,SAD,LO,train
data\processed\1034_IEO_HAP_LO.npy,1034,IEO,HAP,LO,train
data\processed\1002_IEO_NEU_XX.npy,1002,IEO,NEU,XX,train
data\processed\1005_IEO_ANG_LO.npy,1005,IEO,ANG,LO,train
data\processed\1044_IEO_DIS_MD.npy,1044,IEO,DIS,MD,train
data\processed\1023_IEO_SAD_MD.npy,1023,IEO,SAD,MD,train
data\processed\1013_IEO_DIS_LO.npy,1013,IEO,DIS,LO,train
data\processed\1028_IEO_HAP_HI.npy,1028,IEO,HAP,HI,train
data\processed\1048_IEO_SAD_LO.npy,1048,IEO,SAD,LO,train
data\processed\1038_IEO_FEA_LO.npy,1038,IEO,FEA,LO,train
data\processed\1017_IEO_HAP_MD.npy,1017,IEO,HAP,MD,train
data\processed\1015_IEO_ANG_LO.npy,1015,IEO,ANG,LO,train
data\processed\1024_IEO_HAP_HI.npy,1024,IEO,HAP,HI,train
data\processed\1006_IEO_DIS_MD.npy,1006,IEO,DIS,MD,train
data\processed\1028_IEO_ANG_LO.npy,1028,IEO,ANG,LO,train
data\processed\1014_IEO_SAD_LO.npy,1014,IEO,SAD,LO,train
data\processed\1038_IEO_FEA_HI.npy,1038,IEO,FEA,HI,train
data\processed\1032_IEO_DIS_LO.npy,1032,IEO,DIS,LO,train
data\processed\1029_IEO_HAP_MD.npy,1029,IEO,HAP,MD,train
data\processed\1044_IEO_HAP_MD.npy,1044,IEO,HAP,MD,train
data\processed\1034_IEO_DIS_HI.npy,1034,IEO,DIS,HI,train
data\processed\1036_IEO_HAP_HI.npy,1036,IEO,HAP,HI,train
data\processed\1026_IEO_DIS_HI.npy,1026,IEO,DIS,HI,train
data\processed\1049_IEO_ANG_MD.npy,1049,IEO,ANG,MD,train
data\processed\1001_IEO_FEA_MD.npy,1001,IEO,FEA,MD,train
data\processed\1025_IEO_HAP_LO.npy,1025,IEO,HAP,LO,train
data\processed\1004_IEO_SAD_LO.npy,1004,IEO,SAD,LO,train
data\processed\1015_IEO_ANG_MD.npy,1015,IEO,ANG,MD,train
data\processed\1013_IEO_HAP_LO.npy,1013,IEO,HAP,LO,train
data\processed\1006_IEO_FEA_HI.npy,1006,IEO,FEA,HI,train
data\processed\1005_IEO_DIS_HI.npy,1005,IEO,DIS,HI,train
data\processed\1006_IEO_HAP_HI.npy,1006,IEO,HAP,HI,train
data\processed\1041_IEO_SAD_LO.npy,1041,IEO,SAD,LO,train
data\processed\1046_IEO_HAP_LO.npy,1046,IEO,HAP,LO,train
data\processed\1037_IEO_ANG_MD.npy,1037,IEO,ANG,MD,train
data\processed\1041_IEO_ANG_LO.npy,1041,IEO,ANG,LO,train
data\processed\1011_IEO_HAP_LO.npy,1011,IEO,HAP,LO,train
data\processed\1010_IEO_SAD_MD.npy,1010,IEO,SAD,MD,train
data\processed\1022_IEO_FEA_LO.npy,1022,IEO,FEA,LO,train
data\processed\1043_IEO_SAD_HI.npy,1043,IEO,SAD,HI,train
data\processed\1003_IEO_FEA_HI.npy,1003,IEO,FEA,HI,train
data\processed\1028_IEO_DIS_LO.npy,1028,IEO,DIS,LO,train
data\processed\1032_IEO_SAD_HI.npy,1032,IEO,SAD,HI,train
data\processed\1048_IEO_ANG_HI.npy,1048,IEO,ANG,HI,train
data\processed\1031_IEO_HAP_LO.npy,1031,IEO,HAP,LO,train
data\processed\1008_IEO_SAD_MD.npy,1008,IEO,SAD,MD,train
data\processed\1022_IEO_SAD_MD.npy,1022,IEO,SAD,MD,train
data\processed\1045_IEO_FEA_HI.npy,1045,IEO,FEA,HI,train
data\processed\1031_IEO_DIS_MD.npy,1031,IEO,DIS,MD,train
data\processed\1031_IEO_NEU_XX.npy,1031,IEO,NEU,XX,train
data\processed\1036_IEO_SAD_LO.npy,1036,IEO,SAD,LO,train
data\processed\1007_IEO_DIS_MD.npy,1007,IEO,DIS,MD,train
data\processed\1007_IEO_SAD_MD.npy,1007,IEO,SAD,MD,train
data\processed\1027_IEO_FEA_MD.npy,1027,IEO,FEA,MD,train
data\processed\1020_IEO_ANG_MD.npy,1020,IEO,ANG,MD,train
data\processed\1022_IEO_ANG_HI.npy,1022,IEO,ANG,HI,train
data\processed\1026_IEO_NEU_XX.npy,1026,IEO,NEU,XX,train
data\processed\1048_IEO_NEU_XX.npy,1048,IEO,NEU,XX,train
data\processed\1005_IEO_FEA_MD.npy,1005,IEO,FEA,MD,train
data\processed\1034_IEO_FEA_LO.npy,1034,IEO,FEA,LO,train
data\processed\1012_IEO_FEA_LO.npy,1012,IEO,FEA,LO,train
data\processed\1020_IEO_HAP_MD.npy,1020,IEO,HAP,MD,train
data\processed\1004_IEO_ANG_LO.npy,1004,IEO,ANG,LO,train
data\processed\1016_IEO_DIS_MD.npy,1016,IEO,DIS,MD,train
data\processed\1031_IEO_HAP_HI.npy,1031,IEO,HAP,HI,train
data\processed\1047_IEO_FEA_MD.npy,1047,IEO,FEA,MD,train
data\processed\1019_IEO_NEU_XX.npy,1019,IEO,NEU,XX,train
data\processed\1009_IEO_DIS_LO.npy,1009,IEO,DIS,LO,train
data\processed\1036_IEO_ANG_LO.npy,1036,IEO,ANG,LO,train
data\processed\1026_IEO_DIS_LO.npy,1026,IEO,DIS,LO,train
data\processed\1024_IEO_ANG_LO.npy,1024,IEO,ANG,LO,train
data\processed\1019_IEO_FEA_MD.npy,1019,IEO,FEA,MD,train
data\processed\1038_IEO_DIS_MD.npy,1038,IEO,DIS,MD,train
data\processed\1010_IEO_HAP_HI.npy,1010,IEO,HAP,HI,train
data\processed\1011_IEO_FEA_LO.npy,1011,IEO,FEA,LO,train
data\processed\1018_IEO_DIS_LO.npy,1018,IEO,DIS,LO,train
data\processed\1003_IEO_HAP_LO.npy,1003,IEO,HAP,LO,train
data\processed\1003_IEO_DIS_LO.npy,1003,IEO,DIS,LO,train
data\processed\1040_IEO_HAP_MD.npy,1040,IEO,HAP,MD,train
data\processed\1022_IEO_HAP_LO.npy,1022,IEO,HAP,LO,train
data\processed\1006_IEO_SAD_MD.npy,1006,IEO,SAD,MD,train
data\processed\1024_IEO_FEA_MD.npy,1024,IEO,FEA,MD,train
data\processed\1022_IEO_HAP_HI.npy,1022,IEO,HAP,HI,train
data\processed\1022_IEO_DIS_MD.npy,1022,IEO,DIS,MD,train
data\processed\1018_IEO_DIS_MD.npy,1018,IEO,DIS,MD,train
data\processed\1010_IEO_HAP_LO.npy,1010,IEO,HAP,LO,train
data\processed\1009_IEO_SAD_HI.npy,1009,IEO,SAD,HI,train
data\processed\1001_IEO_HAP_HI.npy,1001,IEO,HAP,HI,train
data\processed\1019_IEO_HAP_LO.npy,1019,IEO,HAP,LO,train
data\processed\1038_IEO_HAP_HI.npy,1038,IEO,HAP,HI,train
data\processed\1025_IEO_ANG_HI.npy,1025,IEO,ANG,HI,train
data\processed\1014_IEO_DIS_LO.npy,1014,IEO,DIS,LO,train
data\processed\1012_IEO_FEA_HI.npy,1012,IEO,FEA,HI,train
data\processed\1035_IEO_FEA_HI.npy,1035,IEO,FEA,HI,train
data\processed\1024_IEO_SAD_HI.npy,1024,IEO,SAD,HI,train
data\processed\1028_IEO_SAD_HI.npy,1028,IEO,SAD,HI,train
data\processed\1041_IEO_SAD_MD.npy,1041,IEO,SAD,MD,train
data\processed\1030_IEO_DIS_MD.npy,1030,IEO,DIS,MD,train
data\processed\1042_IEO_DIS_HI.npy,1042,IEO,DIS,HI,train
data\processed\1032_IEO_HAP_LO.npy,1032,IEO,HAP,LO,train
data\processed\1042_IEO_SAD_MD.npy,1042,IEO,SAD,MD,train
data\processed\1048_IEO_SAD_MD.npy,1048,IEO,SAD,MD,train
data\processed\1045_IEO_SAD_LO.npy,1045,IEO,SAD,LO,train
data\processed\1047_IEO_DIS_LO.npy,1047,IEO,DIS,LO,train
data\processed\1037_IEO_DIS_MD.npy,1037,IEO,DIS,MD,train
data\processed\1024_IEO_FEA_LO.npy,1024,IEO,FEA,LO,train
data\processed\1021_IEO_ANG_MD.npy,1021,IEO,ANG,MD,train
data\processed\1036_IEO_HAP_MD.npy,1036,IEO,HAP,MD,train
data\processed\1017_IEO_HAP_HI.npy,1017,IEO,HAP,HI,train
data\processed\1044_IEO_HAP_HI.npy,1044,IEO,HAP,HI,train
data\processed\1014_IEO_ANG_MD.npy,1014,IEO,ANG,MD,train
data\processed\1003_IEO_HAP_HI.npy,1003,IEO,HAP,HI,train
data\processed\1003_IEO_HAP_MD.npy,1003,IEO,HAP,MD,train
data\processed\1002_IEO_DIS_HI.npy,1002,IEO,DIS,HI,train
data\processed\1018_IEO_SAD_HI.npy,1018,IEO,SAD,HI,train
data\processed\1010_IEO_SAD_LO.npy,1010,IEO,SAD,LO,train
data\processed\1008_IEO_DIS_MD.npy,1008,IEO,DIS,MD,train
data\processed\1023_IEO_DIS_HI.npy,1023,IEO,DIS,HI,train
data\processed\1042_IEO_DIS_LO.npy,1042,IEO,DIS,LO,train
data\processed\1042_IEO_HAP_LO.npy,1042,IEO,HAP,LO,train
data\processed\1034_IEO_DIS_MD.npy,1034,IEO,DIS,MD,train
data\processed\1042_IEO_SAD_HI.npy,1042,IEO,SAD,HI,train
data\processed\1009_IEO_FEA_MD.npy,1009,IEO,FEA,MD,train
data\processed\1017_IEO_FEA_HI.npy,1017,IEO,FEA,HI,train
data\processed\1008_IEO_FEA_HI.npy,1008,IEO,FEA,HI,train
data\processed\1029_IEO_SAD_MD.npy,1029,IEO,SAD,MD,train
data\processed\1018_IEO_HAP_HI.npy,1018,IEO,HAP,HI,train
data\processed\1002_IEO_FEA_HI.npy,1002,IEO,FEA,HI,train
data\processed\1006_IEO_DIS_HI.npy,1006,IEO,DIS,HI,train
data\processed\1041_IEO_ANG_MD.npy,1041,IEO,ANG,MD,train
data\processed\1026_IEO_FEA_HI.npy,1026,IEO,FEA,HI,train
data\processed\1031_IEO_FEA_LO.npy,1031,IEO,FEA,LO,train
data\processed\1007_IEO_FEA_HI.npy,1007,IEO,FEA,HI,train
data\processed\1012_IEO_HAP_LO.npy,1012,IEO,HAP,LO,train
data\processed\1045_IEO_ANG_LO.npy,1045,IEO,ANG,LO,train
data\processed\1018_IEO_SAD_LO.npy,1018,IEO,SAD,LO,train
data\processed\1020_IEO_DIS_MD.npy,1020,IEO,DIS,MD,train
data\processed\1013_IEO_HAP_MD.npy,1013,IEO,HAP,MD,train
data\processed\1042_IEO_FEA_MD.npy,1042,IEO,FEA,MD,train
data\processed\1039_IEO_SAD_LO.npy,1039,IEO,SAD,LO,train
data\processed\1008_IEO_HAP_HI.npy,1008,IEO,HAP,HI,train
data\processed\1013_IEO_DIS_HI.npy,1013,IEO,DIS,HI,train
data\processed\1007_IEO_DIS_LO.npy,1007,IEO,DIS,LO,train
data\processed\1040_IEO_ANG_MD.npy,1040,IEO,ANG,MD,train
data\processed\1034_IEO_SAD_HI.npy,1034,IEO,SAD,HI,train
data\processed\1044_IEO_DIS_HI.npy,1044,IEO,DIS,HI,train
data\processed\1001_IEO_ANG_MD.npy,1001,IEO,ANG,MD,train
data\processed\1049_IEO_DIS_LO.npy,1049,IEO,DIS,LO,train
data\processed\1046_IEO_SAD_LO.npy,1046,IEO,SAD,LO,train
data\processed\1001_IEO_SAD_LO.npy,1001,IEO,SAD,LO,train
data\processed\1039_IOM_DIS_XX.npy,1039,IOM,DIS,XX,test
data\processed\1005_IOM_NEU_XX.npy,1005,IOM,NEU,XX,dev
data\processed\1019_IOM_FEA_XX.npy,1019,IOM,FEA,XX,dev
data\processed\1005_IOM_FEA_XX.npy,1005,IOM,FEA,XX,dev
data\processed\1028_IOM_NEU_XX.npy,1028,IOM,NEU,XX,dev
data\processed\1024_IOM_FEA_XX.npy,1024,IOM,FEA,XX,dev
data\processed\1038_IOM_DIS_XX.npy,1038,IOM,DIS,XX,dev
data\processed\1007_IOM_NEU_XX.npy,1007,IOM,NEU,XX,dev
data\processed\1012_IOM_DIS_XX.npy,1012,IOM,DIS,XX,dev
data\processed\1011_IOM_FEA_XX.npy,1011,IOM,FEA,XX,dev
data\processed\1029_IOM_ANG_XX.npy,1029,IOM,ANG,XX,dev
data\processed\1005_IOM_ANG_XX.npy,1005,IOM,ANG,XX,dev
data\processed\1015_IOM_DIS_XX.npy,1015,IOM,DIS,XX,dev
data\processed\1015_IOM_SAD_XX.npy,1015,IOM,SAD,XX,dev
data\processed\1019_IOM_ANG_XX.npy,1019,IOM,ANG,XX,dev
data\processed\1028_IOM_FEA_XX.npy,1028,IOM,FEA,XX,dev
data\processed\1031_IOM_NEU_XX.npy,1031,IOM,NEU,XX,dev
data\processed\1009_IOM_HAP_XX.npy,1009,IOM,HAP,XX,dev
data\processed\1007_IOM_DIS_XX.npy,1007,IOM,DIS,XX,dev
data\processed\1030_IOM_SAD_XX.npy,1030,IOM,SAD,XX,dev
data\processed\1013_IOM_NEU_XX.npy,1013,IOM,NEU,XX,dev
data\processed\1017_IOM_DIS_XX.npy,1017,IOM,DIS,XX,dev
data\processed\1048_IOM_DIS_XX.npy,1048,IOM,DIS,XX,dev
data\processed\1020_IOM_HAP_XX.npy,1020,IOM,HAP,XX,dev
data\processed\1020_IOM_SAD_XX.npy,1020,IOM,SAD,XX,dev
data\processed\1004_IOM_SAD_XX.npy,1004,IOM,SAD,XX,dev
data\processed\1045_IOM_ANG_XX.npy,1045,IOM,ANG,XX,dev
data\processed\1020_IOM_DIS_XX.npy,1020,IOM,DIS,XX,dev
data\processed\1018_IOM_HAP_XX.npy,1018,IOM,HAP,XX,dev
data\processed\1039_IOM_HAP_XX.npy,1039,IOM,HAP,XX,train
data\processed\1043_IOM_DIS_XX.npy,1043,IOM,DIS,XX,train
data\processed\1002_IOM_DIS_XX.npy,1002,IOM,DIS,XX,train
data\processed\1008_IOM_NEU_XX.npy,1008,IOM,NEU,XX,train
data\processed\1021_IOM_ANG_XX.npy,1021,IOM,ANG,XX,train
data\processed\1021_IOM_DIS_XX.npy,1021,IOM,DIS,XX,train
data\processed\1039_IOM_NEU_XX.npy,1039,IOM,NEU,XX,train
data\processed\1033_IOM_SAD_XX.npy,1033,IOM,SAD,XX,train
data\processed\1007_IOM_ANG_XX.npy,1007,IOM,ANG,XX,train
data\processed\1034_IOM_SAD_XX.npy,1034,IOM,SAD,XX,train
data\processed\1042_IOM_ANG_XX.npy,1042,IOM,ANG,XX,train
data\processed\1027_IOM_FEA_XX.npy,1027,IOM,FEA,XX,train
data\processed\1040_IOM_DIS_XX.npy,1040,IOM,DIS,XX,train
data\processed\1033_IOM_DIS_XX.npy,1033,IOM,DIS,XX,train
data\processed\1046_IOM_FEA_XX.npy,1046,IOM,FEA,XX,train
data\processed\1012_IOM_NEU_XX.npy,1012,IOM,NEU,XX,train
data\processed\1027_IOM_ANG_XX.npy,1027,IOM,ANG,XX,train
data\processed\1044_IOM_NEU_XX.npy,1044,IOM,NEU,XX,train
data\processed\1017_IOM_HAP_XX.npy,1017,IOM,HAP,XX,train
data\processed\1046_IOM_HAP_XX.npy,1046,IOM,HAP,XX,train
data\processed\1013_IOM_HAP_XX.npy,1013,IOM,HAP,XX,train
data\processed\1005_IOM_DIS_XX.npy,1005,IOM,DIS,XX,train
data\processed\1025_IOM_HAP_XX.npy,1025,IOM,HAP,XX,train
data\processed\1008_IOM_SAD_XX.npy,1008,IOM,SAD,XX,train
data\processed\1031_IOM_DIS_XX.npy,1031,IOM,DIS,XX,train
data\processed\1045_IOM_HAP_XX.npy,1045,IOM,HAP,XX,train
data\processed\1035_IOM_NEU_XX.npy,1035,IOM,NEU,XX,train
data\processed\1019_IOM_DIS_XX.npy,1019,IOM,DIS,XX,train
data\processed\1005_IOM_SAD_XX.npy,1005,IOM,SAD,XX,train
data\processed\1026_IOM_HAP_XX.npy,1026,IOM,HAP,XX,train
data\processed\1014_IOM_NEU_XX.npy,1014,IOM,NEU,XX,train
data\processed\1015_IOM_FEA_XX.npy,1015,IOM,FEA,XX,train
data\processed\1034_IOM_NEU_XX.npy,1034,IOM,NEU,XX,train
data\processed\1042_IOM_HAP_XX.npy,1042,IOM,HAP,XX,train
data\processed\1032_IOM_ANG_XX.npy,1032,IOM,ANG,XX,train
data\processed\1024_IOM_SAD_XX.npy,1024,IOM,SAD,XX,train
data\processed\1022_IOM_SAD_XX.npy,1022,IOM,SAD,XX,train
data\processed\1018_IOM_NEU_XX.npy,1018,IOM,NEU,XX,train
data\processed\1037_IOM_SAD_XX.npy,1037,IOM,SAD,XX,train
data\processed\1006_IOM_FEA_XX.npy,1006,IOM,FEA,XX,train
data\processed\1017_IOM_ANG_XX.npy,1017,IOM,ANG,XX,train
data\processed\1035_IOM_ANG_XX.npy,1035,IOM,ANG,XX,train
data\processed\1041_IOM_NEU_XX.npy,1041,IOM,NEU,XX,train
data\processed\1003_IOM_DIS_XX.npy,1003,IOM,DIS,XX,train
data\processed\1029_IOM_FEA_XX.npy,1029,IOM,FEA,XX,train
data\processed\1036_IOM_HAP_XX.npy,1036,IOM,HAP,XX,train
data\processed\1013_IOM_SAD_XX.npy,1013,IOM,SAD,XX,train
data\processed\1012_IOM_SAD_XX.npy,1012,IOM,SAD,XX,train
data\processed\1029_IOM_HAP_XX.npy,1029,IOM,HAP,XX,train
data\processed\1001_IOM_FEA_XX.npy,1001,IOM,FEA,XX,train
data\processed\1043_IOM_ANG_XX.npy,1043,IOM,ANG,XX,train
data\processed\1019_IOM_SAD_XX.npy,1019,IOM,SAD,XX,train
data\processed\1042_IOM_FEA_XX.npy,1042,IOM,FEA,XX,train
data\processed\1044_IOM_ANG_XX.npy,1044,IOM,ANG,XX,train
data\processed\1002_IOM_NEU_XX.npy,1002,IOM,NEU,XX,train
data\processed\1030_IOM_DIS_XX.npy,1030,IOM,DIS,XX,train
data\processed\1047_IOM_HAP_XX.npy,1047,IOM,HAP,XX,train
data\processed\1023_IOM_NEU_XX.npy,1023,IOM,NEU,XX,train
data\processed\1030_IOM_ANG_XX.npy,1030,IOM,ANG,XX,train
data\processed\1038_IOM_FEA_XX.npy,1038,IOM,FEA,XX,train
data\processed\1011_IOM_NEU_XX.npy,1011,IOM,NEU,XX,train
data\processed\1001_IOM_ANG_XX.npy,1001,IOM,ANG,XX,train
data\processed\1004_IOM_HAP_XX.npy,1004,IOM,HAP,XX,train
data\processed\1009_IOM_DIS_XX.npy,1009,IOM,DIS,XX,train
data\processed\1018_IOM_FEA_XX.npy,1018,IOM,FEA,XX,train
data\processed\1041_IOM_FEA_XX.npy,1041,IOM,FEA,XX,train
data\processed\1040_IOM_NEU_XX.npy,1040,IOM,NEU,XX,train
data\processed\1023_IOM_SAD_XX.npy,1023,IOM,SAD,XX,train
data\processed\1032_IOM_NEU_XX.npy,1032,IOM,NEU,XX,train
data\processed\1037_IOM_DIS_XX.npy,1037,IOM,DIS,XX,train
data\processed\1026_IOM_ANG_XX.npy,1026,IOM,ANG,XX,train
data\processed\1016_IOM_NEU_XX.npy,1016,IOM,NEU,XX,train
data\processed\1038_IOM_HAP_XX.npy,1038,IOM,HAP,XX,train
data\processed\1012_IOM_FEA_XX.npy,1012,IOM,FEA,XX,train
data\processed\1031_IOM_SAD_XX.npy,1031,IOM,SAD,XX,train
data\processed\1018_IOM_SAD_XX.npy,1018,IOM,SAD,XX,train
data\processed\1001_IOM_DIS_XX.npy,1001,IOM,DIS,XX,train
data\processed\1027_IOM_HAP_XX.npy,1027,IOM,HAP,XX,train
data\processed\1048_IOM_HAP_XX.npy,1048,IOM,HAP,XX,train
data\processed\1046_IOM_ANG_XX.npy,1046,IOM,ANG,XX,train
data\processed\1017_IOM_NEU_XX.npy,1017,IOM,NEU,XX,train
data\processed\1036_IOM_NEU_XX.npy,1036,IOM,NEU,XX,train
data\processed\1008_IOM_ANG_XX.npy,1008,IOM,ANG,XX,train
data\processed\1037_IOM_ANG_XX.npy,1037,IOM,ANG,XX,train
data\processed\1004_IOM_NEU_XX.npy,1004,IOM,NEU,XX,train
data\processed\1036_IOM_ANG_XX.npy,1036,IOM,ANG,XX,train
data\processed\1035_IOM_FEA_XX.npy,1035,IOM,FEA,XX,train
data\processed\1004_IOM_ANG_XX.npy,1004,IOM,ANG,XX,train
data\processed\1010_IOM_DIS_XX.npy,1010,IOM,DIS,XX,train
data\processed\1035_IOM_DIS_XX.npy,1035,IOM,DIS,XX,train
data\processed\1031_IOM_FEA_XX.npy,1031,IOM,FEA,XX,train
data\processed\1045_IOM_DIS_XX.npy,1045,IOM,DIS,XX,train
data\processed\1020_IOM_ANG_XX.npy,1020,IOM,ANG,XX,train
data\processed\1022_IOM_FEA_XX.npy,1022,IOM,FEA,XX,train
data\processed\1033_IOM_FEA_XX.npy,1033,IOM,FEA,XX,train
data\processed\1015_IOM_ANG_XX.npy,1015,IOM,ANG,XX,train
data\processed\1021_IOM_NEU_XX.npy,1021,IOM,NEU,XX,train
data\processed\1008_IOM_FEA_XX.npy,1008,IOM,FEA,XX,train
data\processed\1023_IOM_HAP_XX.npy,1023,IOM,HAP,XX,train
data\processed\1003_IOM_SAD_XX.npy,1003,IOM,SAD,XX,train
data\processed\1036_IOM_SAD_XX.npy,1036,IOM,SAD,XX,train
data\processed\1025_IOM_NEU_XX.npy,1025,IOM,NEU,XX,train
data\processed\1029_IOM_SAD_XX.npy,1029,IOM,SAD,XX,train
data\processed\1002_IOM_SAD_XX.npy,1002,IOM,SAD,XX,train
data\processed\1039_IOM_SAD_XX.npy,1039,IOM,SAD,XX,train
data\processed\1041_IOM_DIS_XX.npy,1041,IOM,DIS,XX,train
data\processed\1033_IOM_ANG_XX.npy,1033,IOM,ANG,XX,train
data\processed\1030_IOM_FEA_XX.npy,1030,IOM,FEA,XX,train
data\processed\1001_IOM_SAD_XX.npy,1001,IOM,SAD,XX,train
data\processed\1042_IOM_DIS_XX.npy,1042,IOM,DIS,XX,train
data\processed\1007_IOM_FEA_XX.npy,1007,IOM,FEA,XX,train
data\processed\1003_IOM_FEA_XX.npy,1003,IOM,FEA,XX,train
data\processed\1024_IOM_ANG_XX.npy,1024,IOM,ANG,XX,train
data\processed\1030_IOM_HAP_XX.npy,1030,IOM,HAP,XX,train
data\processed\1001_IOM_NEU_XX.npy,1001,IOM,NEU,XX,train
data\processed\1040_IOM_ANG_XX.npy,1040,IOM,ANG,XX,train
data\processed\1040_IOM_SAD_XX.npy,1040,IOM,SAD,XX,train
data\processed\1044_IOM_HAP_XX.npy,1044,IOM,HAP,XX,train
data\processed\1047_IOM_ANG_XX.npy,1047,IOM,ANG,XX,train
data\processed\1010_IOM_HAP_XX.npy,1010,IOM,HAP,XX,train
data\processed\1047_IOM_NEU_XX.npy,1047,IOM,NEU,XX,train
data\processed\1015_IOM_HAP_XX.npy,1015,IOM,HAP,XX,train
data\processed\1011_IOM_HAP_XX.npy,1011,IOM,HAP,XX,train
data\processed\1047_IOM_SAD_XX.npy,1047,IOM,SAD,XX,train
data\processed\1002_IOM_HAP_XX.npy,1002,IOM,HAP,XX,train
data\processed\1009_IOM_SAD_XX.npy,1009,IOM,SAD,XX,train
data\processed\1003_IOM_HAP_XX.npy,1003,IOM,HAP,XX,train
data\processed\1045_IOM_NEU_XX.npy,1045,IOM,NEU,XX,train
data\processed\1013_IOM_FEA_XX.npy,1013,IOM,FEA,XX,train
data\processed\1014_IOM_HAP_XX.npy,1014,IOM,HAP,XX,train
data\processed\1009_IOM_ANG_XX.npy,1009,IOM,ANG,XX,train
data\processed\1018_IOM_ANG_XX.npy,1018,IOM,ANG,XX,train
